,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
2320,2013,1,Western NY,Yates,ADULT,Health Home,180,19,78,27222
2321,2013,1,Western NY,Yates,ADULT,Psychiatric Inpatient,180,38,276,204831
2322,2013,1,Western NY,Yates,ADULT,"Targeted Case Management (ICM, BCM, SCM)",180,19,108,37692
2323,2013,1,Western NY,Yates,CHILD,Clinic Treatment,107,67,846,235301
2324,2013,1,Western NY,Yates,CHILD,Day Treatment,107,40,4494,1553119
2325,2013,1,Western NY,Yates,CHILD,"Targeted Case Management (ICM, BCM, SCM)",107,3,15,5235
2326,2013,2,Central NY,Broome,ADULT,Assertive Community Treatment,2380,69,653,923352
2327,2013,2,Central NY,Broome,ADULT,Clinic Treatment,2380,1539,10928,1386804
2328,2013,2,Central NY,Broome,ADULT,Community Residence,2380,93,549,1263427
2329,2013,2,Central NY,Broome,ADULT,Comprehensive Psychiatric Emergency Program,2380,191,251,258191
2330,2013,2,Central NY,Broome,ADULT,Health Home,2380,243,1869,768634
2331,2013,2,Central NY,Broome,ADULT,Personalized Recovery Oriented Services,2380,93,1226,500836
2332,2013,2,Central NY,Broome,ADULT,Psychiatric Inpatient,2380,234,3833,2465217
2333,2013,2,Central NY,Broome,ADULT,Psychiatric Inpatient OMH,2380,33,6966,7228896
2334,2013,2,Central NY,Broome,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),2380,430,4020,3981630
2335,2013,2,Central NY,Broome,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2380,233,681,300266
2336,2013,2,Central NY,Broome,CHILD,Clinic Treatment,886,589,5286,897762
2337,2013,2,Central NY,Broome,CHILD,Community Residence,886,18,92,813132
2338,2013,2,Central NY,Broome,CHILD,Comprehensive Psychiatric Emergency Program,886,103,141,148273
2339,2013,2,Central NY,Broome,CHILD,Day Treatment,886,42,3851,461154
2340,2013,2,Central NY,Broome,CHILD,Home and Community Based Services Waiver (HCBS),886,55,1380,761012
2341,2013,2,Central NY,Broome,CHILD,Psychiatric Inpatient OMH,886,189,4410,6522197
2342,2013,2,Central NY,Broome,CHILD,Residential Treatment Facility,886,43,6560,3185398
2343,2013,2,Central NY,Broome,CHILD,"Targeted Case Management (ICM, BCM, SCM)",886,165,780,402372
2344,2013,2,Central NY,Cayuga,ADULT,Clinic Treatment,858,772,8685,1265711
2345,2013,2,Central NY,Cayuga,ADULT,Community Residence,858,49,312,622416
2346,2013,2,Central NY,Cayuga,ADULT,Health Home,858,65,470,244104
2347,2013,2,Central NY,Cayuga,ADULT,Intensive Psychiatric Rehabilitation Treatment,858,36,1329,189726
2348,2013,2,Central NY,Cayuga,ADULT,Personalized Recovery Oriented Services,858,64,88,16482
2349,2013,2,Central NY,Cayuga,ADULT,Psychiatric Inpatient,858,87,987,806879
2350,2013,2,Central NY,Cayuga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",858,58,178,91820
2351,2013,2,Central NY,Cayuga,CHILD,Clinic Treatment,391,280,2589,307807
2352,2013,2,Central NY,Cayuga,CHILD,Community Residence,391,2,9,18187
2353,2013,2,Central NY,Cayuga,CHILD,Day Treatment,391,42,4196,402196
2354,2013,2,Central NY,Cayuga,CHILD,Family Based Treatment/Teaching Family Home,391,4,13,67347
2355,2013,2,Central NY,Cayuga,CHILD,Health Home,391,3,14,7271
2356,2013,2,Central NY,Cayuga,CHILD,Residential Treatment Facility,391,66,14431,7611413
2357,2013,2,Central NY,Cayuga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",391,22,121,58469
2358,2013,2,Central NY,Chenango,ADULT,Clinic Treatment,393,391,4252,598989
2359,2013,2,Central NY,Chenango,ADULT,Community Residence,393,19,145,416095
2360,2013,2,Central NY,Chenango,CHILD,Clinic Treatment,119,119,852,125556
2361,2013,2,Central NY,Clinton,ADULT,Clinic Treatment,1218,868,6161,781590
2362,2013,2,Central NY,Clinton,ADULT,Community Residence,1218,59,337,729930
2363,2013,2,Central NY,Clinton,ADULT,Health Home,1218,100,737,320558
2364,2013,2,Central NY,Clinton,ADULT,Personalized Recovery Oriented Services,1218,293,3468,1161457
2365,2013,2,Central NY,Clinton,ADULT,Psychiatric Inpatient,1218,122,1064,971929
2366,2013,2,Central NY,Clinton,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1218,54,255,105596
2367,2013,2,Central NY,Clinton,CHILD,Clinic Treatment,675,606,6854,999538
2368,2013,2,Central NY,Clinton,CHILD,Community Residence,675,2,3,6727
2369,2013,2,Central NY,Clinton,CHILD,Family Based Treatment/Teaching Family Home,675,8,29,149086
2370,2013,2,Central NY,Clinton,CHILD,Health Home,675,1,3,1305
2371,2013,2,Central NY,Clinton,CHILD,Home and Community Based Services Waiver (HCBS),675,22,6471,587821
2372,2013,2,Central NY,Clinton,CHILD,Psychiatric Inpatient,675,51,468,455654
2373,2013,2,Central NY,Clinton,CHILD,"Targeted Case Management (ICM, BCM, SCM)",675,75,349,176476
2374,2013,2,Central NY,Cortland,ADULT,Clinic Treatment,592,503,5999,782748
2375,2013,2,Central NY,Cortland,ADULT,Community Residence,592,31,174,441470
2376,2013,2,Central NY,Cortland,ADULT,Continuing Day Treatment,592,36,2539,113667
2377,2013,2,Central NY,Cortland,ADULT,Health Home,592,44,248,115789
2378,2013,2,Central NY,Cortland,ADULT,Psychiatric Inpatient,592,70,557,455860
2379,2013,2,Central NY,Cortland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",592,55,237,110322
2380,2013,2,Central NY,Cortland,CHILD,Clinic Treatment,190,132,1687,197806
2381,2013,2,Central NY,Cortland,CHILD,Community Residence,190,2,5,12871
2382,2013,2,Central NY,Cortland,CHILD,Day Treatment,190,33,4474,363086
2383,2013,2,Central NY,Cortland,CHILD,Health Home,190,1,1,467
2384,2013,2,Central NY,Cortland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",190,57,322,184256
2385,2013,2,Central NY,Delaware,ADULT,Clinic Treatment,472,456,2893,449819
2386,2013,2,Central NY,Delaware,ADULT,Community Residence,472,26,207,607186
2387,2013,2,Central NY,Delaware,ADULT,"Targeted Case Management (ICM, BCM, SCM)",472,40,249,109637
2388,2013,2,Central NY,Delaware,CHILD,Clinic Treatment,141,127,610,95766
2389,2013,2,Central NY,Delaware,CHILD,"Targeted Case Management (ICM, BCM, SCM)",141,20,133,46417
2390,2013,2,Central NY,Essex,ADULT,Clinic Treatment,190,168,1206,237037
2391,2013,2,Central NY,Essex,ADULT,Health Home,190,41,284,136700
2392,2013,2,Central NY,Essex,ADULT,"Targeted Case Management (ICM, BCM, SCM)",190,2,15,8715
2393,2013,2,Central NY,Essex,CHILD,Clinic Treatment,98,66,455,93502
2394,2013,2,Central NY,Essex,CHILD,Home and Community Based Services Waiver (HCBS),98,20,105,316109
2395,2013,2,Central NY,Essex,CHILD,"Targeted Case Management (ICM, BCM, SCM)",98,26,161,93541
2396,2013,2,Central NY,Franklin,ADULT,Clinic Treatment,1082,1005,7490,1098279
2397,2013,2,Central NY,Franklin,ADULT,Community Residence,1082,43,324,834536
2398,2013,2,Central NY,Franklin,ADULT,Health Home,1082,113,550,274170
2399,2013,2,Central NY,Franklin,ADULT,Psychiatric Inpatient,1082,40,415,396409
2400,2013,2,Central NY,Franklin,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1082,7,21,8493
2401,2013,2,Central NY,Franklin,CHILD,Clinic Treatment,322,270,1901,281766
2402,2013,2,Central NY,Franklin,CHILD,Community Residence,322,19,105,1005628
2403,2013,2,Central NY,Franklin,CHILD,Health Home,322,1,1,498
2404,2013,2,Central NY,Franklin,CHILD,Home and Community Based Services Waiver (HCBS),322,26,147,598919
2405,2013,2,Central NY,Franklin,CHILD,"Targeted Case Management (ICM, BCM, SCM)",322,62,413,199361
2406,2013,2,Central NY,Fulton,ADULT,Clinic Treatment,591,507,4659,508633
2407,2013,2,Central NY,Fulton,ADULT,Community Residence,591,73,565,1478406
2408,2013,2,Central NY,Fulton,ADULT,Continuing Day Treatment,591,47,7249,399577
2409,2013,2,Central NY,Fulton,CHILD,Clinic Treatment,260,239,3388,405562
2410,2013,2,Central NY,Fulton,CHILD,Day Treatment,260,22,1824,133644
2411,2013,2,Central NY,Fulton,CHILD,Family Based Treatment/Teaching Family Home,260,3,3,10865
2412,2013,2,Central NY,Herkimer,ADULT,Clinic Treatment,331,258,1955,318922
2413,2013,2,Central NY,Herkimer,ADULT,Community Residence,331,47,329,817282
2414,2013,2,Central NY,Herkimer,ADULT,Health Home,331,51,188,65612
2415,2013,2,Central NY,Herkimer,ADULT,"Targeted Case Management (ICM, BCM, SCM)",331,41,157,54793
2416,2013,2,Central NY,Herkimer,CHILD,Clinic Treatment,129,128,943,177405
2417,2013,2,Central NY,Herkimer,CHILD,Health Home,129,2,5,1745
2418,2013,2,Central NY,Jefferson,ADULT,Clinic Treatment,1005,809,4994,538644
2419,2013,2,Central NY,Jefferson,ADULT,Community Residence,1005,93,677,1457378
2420,2013,2,Central NY,Jefferson,ADULT,Health Home,1005,71,388,172354
2421,2013,2,Central NY,Jefferson,ADULT,Psychiatric Inpatient,1005,175,1585,1320541
2422,2013,2,Central NY,Jefferson,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1005,85,318,141621
2423,2013,2,Central NY,Jefferson,CHILD,Clinic Treatment,517,395,2576,283874
2424,2013,2,Central NY,Jefferson,CHILD,Community Residence,517,16,93,794021
2425,2013,2,Central NY,Jefferson,CHILD,Day Treatment,517,19,1421,511788
2426,2013,2,Central NY,Jefferson,CHILD,Home and Community Based Services Waiver (HCBS),517,72,10926,1419775
2427,2013,2,Central NY,Jefferson,CHILD,"Targeted Case Management (ICM, BCM, SCM)",517,96,596,318204
2428,2013,2,Central NY,Lewis,ADULT,Clinic Treatment,222,222,1598,171256
2429,2013,2,Central NY,Lewis,CHILD,Clinic Treatment,118,118,1039,111245
2430,2013,2,Central NY,Madison,ADULT,Clinic Treatment,538,426,3926,576555
2431,2013,2,Central NY,Madison,ADULT,Community Residence,538,31,185,438640
2432,2013,2,Central NY,Madison,ADULT,Continuing Day Treatment,538,70,5600,414992
2433,2013,2,Central NY,Madison,ADULT,Health Home,538,67,270,120420
2434,2013,2,Central NY,Madison,ADULT,Personalized Recovery Oriented Services,538,62,264,166129
2435,2013,2,Central NY,Madison,ADULT,"Targeted Case Management (ICM, BCM, SCM)",538,63,255,113730
2436,2013,2,Central NY,Madison,CHILD,Clinic Treatment,218,195,1963,315666
2437,2013,2,Central NY,Madison,CHILD,"Targeted Case Management (ICM, BCM, SCM)",218,37,231,103026
2438,2013,2,Central NY,Montgomery,ADULT,Clinic Treatment,1349,1090,8916,571309
2439,2013,2,Central NY,Montgomery,ADULT,Community Residence,1349,61,488,1098484
2440,2013,2,Central NY,Montgomery,ADULT,Health Home,1349,79,417,202270
2441,2013,2,Central NY,Montgomery,ADULT,Personalized Recovery Oriented Services,1349,211,3201,1401783
2442,2013,2,Central NY,Montgomery,ADULT,Psychiatric Inpatient,1349,183,1618,1287763
2443,2013,2,Central NY,Montgomery,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1349,73,238,112990
2444,2013,2,Central NY,Montgomery,CHILD,Clinic Treatment,360,302,2415,261059
2445,2013,2,Central NY,Montgomery,CHILD,Community Residence,360,14,79,757554
2446,2013,2,Central NY,Montgomery,CHILD,Health Home,360,1,3,1455
2447,2013,2,Central NY,Montgomery,CHILD,Psychiatric Inpatient,360,1,3,2961
2448,2013,2,Central NY,Montgomery,CHILD,"Targeted Case Management (ICM, BCM, SCM)",360,75,561,282557
2449,2013,2,Central NY,Oneida,ADULT,Assertive Community Treatment,4087,208,1308,1651183
2450,2013,2,Central NY,Oneida,ADULT,Clinic Treatment,4087,2512,16671,2087806
2451,2013,2,Central NY,Oneida,ADULT,Community Residence,4087,226,1618,5785102
2452,2013,2,Central NY,Oneida,ADULT,Continuing Day Treatment,4087,63,2574,117266
2453,2013,2,Central NY,Oneida,ADULT,Health Home,4087,555,2749,958005
2454,2013,2,Central NY,Oneida,ADULT,Psychiatric Inpatient,4087,503,4144,2774747
2455,2013,2,Central NY,Oneida,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),4087,776,7827,7762167
2456,2013,2,Central NY,Oneida,ADULT,"Targeted Case Management (ICM, BCM, SCM)",4087,393,1231,447251
2457,2013,2,Central NY,Oneida,CHILD,Clinic Treatment,1935,1638,14633,2606474
2458,2013,2,Central NY,Oneida,CHILD,Community Residence,1935,1,2,5537
2459,2013,2,Central NY,Oneida,CHILD,Health Home,1935,15,18,6282
2460,2013,2,Central NY,Oneida,CHILD,Psychiatric Inpatient OMH,1935,317,6974,10400230
2461,2013,2,Central NY,Oneida,CHILD,Residential Treatment Facility,1935,27,5066,2704742
2462,2013,2,Central NY,Oneida,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1935,47,284,163842
2463,2013,2,Central NY,Onondaga,ADULT,Assertive Community Treatment,5184,70,609,861466
2464,2013,2,Central NY,Onondaga,ADULT,Clinic Treatment,5184,2779,34719,3683861
2465,2013,2,Central NY,Onondaga,ADULT,Community Residence,5184,185,1789,6016165
2466,2013,2,Central NY,Onondaga,ADULT,Comprehensive Psychiatric Emergency Program,5184,1325,2602,2131496
2467,2013,2,Central NY,Onondaga,ADULT,Continuing Day Treatment,5184,197,6195,390172
2468,2013,2,Central NY,Onondaga,ADULT,Health Home,5184,647,2373,1028458
2469,2013,2,Central NY,Onondaga,ADULT,Partial Hospitalization,5184,10,135,20765
2470,2013,2,Central NY,Onondaga,ADULT,Personalized Recovery Oriented Services,5184,263,2857,1054240
2471,2013,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient,5184,645,7396,5955556
2472,2013,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient OMH,5184,30,4164,4370782
2473,2013,2,Central NY,Onondaga,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),5184,987,9765,9686916
2474,2013,2,Central NY,Onondaga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",5184,542,1865,814360
2475,2013,2,Central NY,Onondaga,CHILD,Clinic Treatment,2373,1946,31027,4496488
2476,2013,2,Central NY,Onondaga,CHILD,Community Residence,2373,15,94,884207
2477,2013,2,Central NY,Onondaga,CHILD,Comprehensive Psychiatric Emergency Program,2373,264,395,384004
2478,2013,2,Central NY,Onondaga,CHILD,Day Treatment,2373,63,8078,2360580
2479,2013,2,Central NY,Onondaga,CHILD,Health Home,2373,8,19,8235
2480,2013,2,Central NY,Onondaga,CHILD,Home and Community Based Services Waiver (HCBS),2373,127,11420,2430960
2481,2013,2,Central NY,Onondaga,CHILD,Partial Hospitalization,2373,3,38,5857
2482,2013,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient,2373,105,268,224150
2483,2013,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient OMH,2373,275,6443,9638660
2484,2013,2,Central NY,Onondaga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2373,107,624,342132
2485,2013,2,Central NY,Oswego,ADULT,Assertive Community Treatment,1301,54,522,804755
2486,2013,2,Central NY,Oswego,ADULT,Clinic Treatment,1301,1084,8533,686878
2487,2013,2,Central NY,Oswego,ADULT,Community Residence,1301,61,442,1108839
2488,2013,2,Central NY,Oswego,ADULT,Continuing Day Treatment,1301,45,1808,151731
2489,2013,2,Central NY,Oswego,ADULT,Health Home,1301,119,365,131732
2490,2013,2,Central NY,Oswego,ADULT,Psychiatric Inpatient,1301,258,2138,1759525
2491,2013,2,Central NY,Oswego,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1301,96,321,116285
2492,2013,2,Central NY,Oswego,CHILD,Clinic Treatment,328,286,2607,261977
2493,2013,2,Central NY,Oswego,CHILD,Day Treatment,328,20,1137,98464
2494,2013,2,Central NY,Oswego,CHILD,"Targeted Case Management (ICM, BCM, SCM)",328,56,394,221378
2495,2013,2,Central NY,Otsego,ADULT,Clinic Treatment,590,492,2360,342473
2496,2013,2,Central NY,Otsego,ADULT,Community Residence,590,21,174,506941
2497,2013,2,Central NY,Otsego,ADULT,Health Home,590,13,51,29631
2498,2013,2,Central NY,Otsego,ADULT,Psychiatric Inpatient,590,115,1483,1059048
2499,2013,2,Central NY,Otsego,ADULT,"Targeted Case Management (ICM, BCM, SCM)",590,37,132,55580
2500,2013,2,Central NY,Otsego,CHILD,Clinic Treatment,244,221,1100,165307
2501,2013,2,Central NY,Otsego,CHILD,Community Residence,244,17,84,817179
2502,2013,2,Central NY,Otsego,CHILD,"Targeted Case Management (ICM, BCM, SCM)",244,16,100,34900
2503,2013,2,Central NY,Saint Lawrence,ADULT,Assertive Community Treatment,1691,50,393,579287
2504,2013,2,Central NY,Saint Lawrence,ADULT,Clinic Treatment,1691,845,7096,1422129
2505,2013,2,Central NY,Saint Lawrence,ADULT,Community Residence,1691,50,288,685797
2506,2013,2,Central NY,Saint Lawrence,ADULT,Health Home,1691,49,194,67706
2507,2013,2,Central NY,Saint Lawrence,ADULT,Psychiatric Inpatient,1691,199,2994,2136616
2508,2013,2,Central NY,Saint Lawrence,ADULT,Psychiatric Inpatient OMH,1691,24,4401,4611911
2509,2013,2,Central NY,Saint Lawrence,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),1691,960,8267,8223208
2510,2013,2,Central NY,Saint Lawrence,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1691,64,295,101815
2511,2013,2,Central NY,Saint Lawrence,CHILD,Clinic Treatment,636,476,4100,991132
2512,2013,2,Central NY,Saint Lawrence,CHILD,Day Treatment,636,17,1385,415087
2513,2013,2,Central NY,Saint Lawrence,CHILD,Health Home,636,1,3,1047
2514,2013,2,Central NY,Saint Lawrence,CHILD,Psychiatric Inpatient OMH,636,233,5202,7881603
2515,2013,3,Hudson River,Albany,ADULT,Assertive Community Treatment,4437,63,480,614341
2516,2013,3,Hudson River,Albany,ADULT,Clinic Treatment,4437,1304,17166,3328347
2517,2013,3,Hudson River,Albany,ADULT,Community Residence,4437,333,3094,8991119
2518,2013,3,Hudson River,Albany,ADULT,Health Home,4437,203,1283,672358
2519,2013,3,Hudson River,Albany,ADULT,Personalized Recovery Oriented Services,4437,557,5813,2253028
2520,2013,3,Hudson River,Albany,ADULT,Psychiatric Inpatient,4437,173,2913,2465885
2521,2013,3,Hudson River,Albany,ADULT,Psychiatric Inpatient OMH,4437,29,6486,6760586
2522,2013,3,Hudson River,Albany,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),4437,542,5572,5529143
2523,2013,3,Hudson River,Albany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",4437,2166,14499,14380527
2524,2013,3,Hudson River,Albany,CHILD,Clinic Treatment,1550,781,7019,1393594
2525,2013,3,Hudson River,Albany,CHILD,Community Residence,1550,14,97,985361
2526,2013,3,Hudson River,Albany,CHILD,Day Treatment,1550,180,20551,1719842
2527,2013,3,Hudson River,Albany,CHILD,Health Home,1550,1,2,873
2528,2013,3,Hudson River,Albany,CHILD,Home and Community Based Services Waiver (HCBS),1550,254,1863,5476432
2529,2013,3,Hudson River,Albany,CHILD,Residential Treatment Facility,1550,35,7121,2833226
2530,2013,3,Hudson River,Albany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1550,447,2601,2254007
2531,2013,3,Hudson River,Columbia,ADULT,Clinic Treatment,702,510,5686,976070
2532,2013,3,Hudson River,Columbia,ADULT,Community Residence,702,38,323,881060
2533,2013,3,Hudson River,Columbia,ADULT,Health Home,702,79,394,203438
2534,2013,3,Hudson River,Columbia,ADULT,Personalized Recovery Oriented Services,702,116,1932,898591
2535,2013,3,Hudson River,Columbia,ADULT,Psychiatric Inpatient,702,125,2127,1640992
2536,2013,3,Hudson River,Columbia,ADULT,"Targeted Case Management (ICM, BCM, SCM)",702,61,177,94169
2537,2013,3,Hudson River,Columbia,CHILD,Clinic Treatment,196,172,1719,366776
2538,2013,3,Hudson River,Columbia,CHILD,Community Residence,196,1,1,2578
2539,2013,3,Hudson River,Columbia,CHILD,Health Home,196,2,7,3648
2540,2013,3,Hudson River,Columbia,CHILD,"Targeted Case Management (ICM, BCM, SCM)",196,40,265,145023
2541,2013,3,Hudson River,Dutchess,ADULT,Clinic Treatment,2565,1693,18618,2707346
2542,2013,3,Hudson River,Dutchess,ADULT,Community Residence,2565,136,946,2569189
2543,2013,3,Hudson River,Dutchess,ADULT,Health Home,2565,819,4658,1626061
2544,2013,3,Hudson River,Dutchess,ADULT,Partial Hospitalization,2565,200,1651,193153
2545,2013,3,Hudson River,Dutchess,ADULT,Personalized Recovery Oriented Services,2565,336,4371,1725281
2546,2013,3,Hudson River,Dutchess,ADULT,Psychiatric Inpatient,2565,327,5549,4068936
2547,2013,3,Hudson River,Dutchess,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2565,1007,2552,787362
2548,2013,3,Hudson River,Dutchess,CHILD,Clinic Treatment,1214,1037,10707,2328995
2549,2013,3,Hudson River,Dutchess,CHILD,Day Treatment,1214,123,11283,1054912
2550,2013,3,Hudson River,Dutchess,CHILD,Health Home,1214,1,3,1047
2551,2013,3,Hudson River,Dutchess,CHILD,Home and Community Based Services Waiver (HCBS),1214,36,541,478233
2552,2013,3,Hudson River,Dutchess,CHILD,Partial Hospitalization,1214,58,890,170130
2553,2013,3,Hudson River,Dutchess,CHILD,Residential Treatment Facility,1214,30,7166,4161483
2554,2013,3,Hudson River,Dutchess,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1214,91,371,210566
